Activity Type;Date;Favorite;Title;Distance;Calories;Time;Avg HR;Max HR;Avg Run Cadence;Max Run Cadence;Avg Pace;Best Pace;Total Ascent;Total Descent;Avg Stride Length;Avg Vertical Ratio;Avg Vertical Oscillation;Avg Ground Contact Time;Training Stress Score®;Grit;Flow;Total Strokes;Avg. Swolf;Avg Stroke Rate;Total Reps;Decompression;Best Lap Time;Number of Laps;Max Temp;Stress Change;Stress Start;Stress End;Moving Time;Elapsed Time;Min Elevation;Max Elevation
Running;28/02/2024 17:51;false;Santiago de Surco Running;5.26;301;00:29:49;150;162;169;181;05:40;04:25;10;53;1.04;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;01:06.0;6;NaN;--;--;--;00:29:26;00:29:49;92;140
Running;27/02/2024 06:20;false;Santiago de Surco Running;10.04;602;00:58:31;150;167;171;185;05:50;04:27;72;125;1;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:12.5;11;NaN;--;--;--;00:58:21;00:58:31;22;128
Running;25/02/2024 06:36;false;Asia Running;8.02;430;00:52:56;133;153;178;189;06:36;04:25;16;58;0.85;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:03.7;9;NaN;--;--;--;00:52:46;00:52:56;-51;4
Running;24/02/2024 07:01;false;Asia Running;15.12;972;01:28:08;160;190;173;183;05:50;05:05;75;153;0.99;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:37.1;16;NaN;--;--;--;01:27:55;01:28:08;-95;-10
Running;21/02/2024 21:29;false;Santiago de Surco Running;6.02;370;00:36:13;151;165;177;187;06:01;04:31;25;56;0.94;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:04.1;7;NaN;--;--;--;00:36:06;00:36:13;88;127
Running;20/02/2024 20:55;false;Running;8.09;496;00:45:43;156;171;175;193;05:39;05:03;19;46;1.01;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:30.0;9;NaN;--;--;--;00:45:35;00:45:43;107;144
Running;17/02/2024 07:57;false;Santiago de Surco Running;7.1;390;00:39:34;145;162;177;193;05:34;05:13;25;59;1.02;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:31.2;8;NaN;--;--;--;00:39:29;00:39:34;137;189
Running;15/02/2024 17:13;false;Santiago de Surco Running;5.43;319;00:30:39;151;177;171;181;05:39;03:59;14;38;1.04;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;01:52.0;6;NaN;--;--;--;00:30:38;00:30:39;169;196
Running;14/02/2024 05:20;false;Running;6.23;351;00:34:33;147;171;176;191;05:33;04:40;15;60;1.02;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;01:08.8;7;NaN;--;--;--;00:34:24;00:34:33;153;205
Running;9/02/2024 19:39;false;Panama City Running;10.13;631;01:00:13;155;171;174;196;05:57;04:32;57;103;0.97;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:44.9;11;NaN;--;--;--;01:00:03;01:00:13;33;88
Running;7/02/2024 19:47;false;Panama City Running;5.3;343;00:37:57;143;167;167;175;07:10;05:06;24;87;0.83;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;01:48.5;6;NaN;--;--;--;00:37:50;00:37:57;45;114
Running;6/02/2024 06:27;false;Panama City Running;6.32;445;00:37:06;166;179;178;193;05:52;04:45;7;79;0.96;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;01:35.4;7;NaN;--;--;--;00:37:04;00:37:06;51;132
Running;5/02/2024 07:02;false;Panama City Running;4.52;288;00:25:47;155;181;178;191;05:42;05:17;5;181;0.98;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;03:11.1;5;NaN;--;--;--;00:25:45;00:25:47;-15;146
Running;30/01/2024 20:40;false;Santiago de Surco Running;5.55;310;00:31:11;142;160;175;200;05:37;04:29;37;73;1.01;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;03:10.8;6;NaN;--;--;--;00:31:03;00:31:11;52;104
Running;27/01/2024 07:35;false;Santiago de Surco Running;5.53;294;00:29:20;142;156;182;197;05:18;04:44;16;51;1.03;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;02:36.7;6;NaN;--;--;--;00:29:13;00:29:20;104;145
Running;20/01/2024 07:17;false;Asia Running;3.02;159;00:15:30;147;164;183;200;05:08;03:57;5;61;1.06;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:04.5;4;NaN;--;--;--;00:15:28;00:15:30;-22;39
Running;19/01/2024 19:49;false;Asia Running;6.02;318;00:32:45;144;163;183;200;05:26;04:21;11;47;1.01;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:05.6;7;NaN;--;--;--;00:32:33;00:32:45;-12;31
Running;18/01/2024 05:25;false;Santiago de Surco Running;12.01;718;01:10:59;149;164;183;193;05:55;04:38;48;110;0.93;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:03.0;13;NaN;--;--;--;01:10:46;01:11:06;75;141
Running;13/01/2024 06:56;false;Santiago de Surco Running;10.72;687;01:05:00;157;173;177;195;06:04;04:44;27;61;0.93;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;04:33.6;11;NaN;--;--;--;01:04:58;01:05:00;115;156
Meditation;12/01/2024 14:44;false;Yoga;--;7;05:13.5;62;85;--;--;--;--;--;--;NaN;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;05:13.5;1;NaN;-29;29;0;00:00:00;05:13.5;--;--
Running;11/01/2024 17:55;false;Santiago de Surco Running;10.1;561;00:58:52;148;170;171;198;05:50;04:47;45;87;1;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:27.4;11;NaN;--;--;--;00:57:18;00:58:52;109;157
Running;10/01/2024 17:57;false;Santiago de Surco Running;3.31;193;00:19:20;146;164;167;181;05:51;05:13;7;46;1.03;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;01:41.7;4;NaN;--;--;--;00:19:19;00:19:20;168;213
Running;8/01/2024 21:06;false;Santiago de Surco Running;6.06;425;00:40:48;148;163;174;191;06:44;05:20;20;58;0.86;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:20.6;7;NaN;--;--;--;00:40:47;00:40:48;157;195
Running;5/01/2024 05:59;false;San Borja Running;3.95;264;00:27:41;149;167;172;245;07:01;04:42;--;55;0.83;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;06:47.5;4;NaN;--;--;--;00:27:32;00:27:41;97;154
Running;4/01/2024 21:06;false;Santiago de Surco Running;8.14;513;00:46:24;157;176;179;193;05:42;05:08;13;55;0.98;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:44.5;9;NaN;--;--;--;00:46:23;00:46:24;147;211
Meditation;3/01/2024 08:50;false;Yoga;--;9;05:48.6;66;91;--;--;--;--;--;--;NaN;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;05:48.6;1;NaN;-48;48;0;00:00:00;05:48.6;--;--
Running;2/01/2024 21:20;false;Santiago de Surco Running;5.15;314;00:29:25;151;166;176;193;05:43;04:53;9;49;0.99;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:46.2;6;NaN;--;--;--;00:29:18;00:29:46;64;112
Running;28/12/2023 11:24;false;Santiago de Surco Running;1.11;65;00:10:30;116;130;147;181;09:25;06:43;9;20;0.73;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;01:24.3;2;NaN;--;--;--;00:10:10;00:10:30;96;116
Meditation;28/12/2023 11:13;false;Yoga;--;9;05:41.0;67;90;--;--;--;--;--;--;NaN;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;05:41.0;1;NaN;0;0;0;00:00:00;05:41.0;--;--
Running;28/12/2023 06:45;false;Santiago de Surco Running;10.39;635;00:58:59;154;167;177;186;05:41;05:03;28;148;0.99;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;02:07.3;11;NaN;--;--;--;00:58:46;00:58:59;-64;62
Running;27/12/2023 17:25;false;Santiago de Surco Running;7.41;351;00:39:43;137;162;176;200;05:22;04:08;18;61;1.06;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;01:49.8;8;NaN;--;--;--;00:37:57;00:39:43;38;93
Meditation;27/12/2023 08:11;false;Yoga;--;6;05:10.6;59;71;--;--;--;--;--;--;NaN;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;05:10.6;1;NaN;-29;29;0;00:00:00;05:10.6;--;--
Running;26/12/2023 17:19;false;Santiago de Surco Running;4.4;254;00:25:32;145;160;180;198;05:48;05:12;19;64;0.96;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;02:14.7;5;NaN;--;--;--;00:25:19;00:25:32;58;104
Running;22/12/2023 06:52;false;Santiago de Surco Running;8.21;493;00:47:15;152;168;181;191;05:45;05:14;50;211;0.96;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;01:11.4;9;NaN;--;--;--;00:47:10;00:47:15;-30;136
Running;21/12/2023 18:07;false;Santiago de Surco Running;4.22;233;00:23:12;143;163;182;200;05:30;04:28;96;230;1;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:57.4;5;NaN;--;--;--;00:23:11;00:23:12;-54;160
Running;20/12/2023 20:52;false;Santiago de Surco Running;5.21;290;00:30:24;141;160;170;189;05:50;04:24;24;80;1.01;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:53.7;6;NaN;--;--;--;00:30:23;00:30:24;85;154
Running;19/12/2023 06:45;false;Santiago de Surco Running;5.41;350;00:33:41;152;164;171;183;06:14;05:25;10;81;0.94;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;02:12.4;6;NaN;--;--;--;00:33:33;00:33:41;40;116
Running;17/12/2023 07:55;false;San Isidro Running;8.19;450;00:40:50;157;180;178;196;04:59;03:51;22;105;1.13;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:46.7;9;NaN;--;--;--;00:40:47;00:40:50;-52;43
Running;15/12/2023 06:43;false;Santiago de Surco Running;5.16;271;00:28:53;139;158;172;183;05:36;04:45;4;82;1.04;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:45.5;6;NaN;--;--;--;00:28:43;00:28:53;78;161
Running;13/12/2023 06:28;false;Santiago de Surco Running;4.2;226;00:23:52;140;164;170;177;05:41;04:44;2;72;1.04;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:55.3;5;NaN;--;--;--;00:23:47;00:23:52;59;133
Running;11/12/2023 07:27;false;Santiago de Surco Running;4.15;228;00:23:28;142;157;168;177;05:39;04:39;6;53;1.05;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:35.8;5;NaN;--;--;--;00:23:17;00:23:28;90;257
Running;9/12/2023 06:38;false;San Borja Running;6.04;355;00:34:06;153;171;174;193;05:39;04:03;40;94;1.02;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:10.2;7;NaN;--;--;--;00:33:57;00:34:06;189;276
Running;8/12/2023 06:16;false;Santiago de Surco Running;8.09;446;00:44:02;151;173;176;193;05:27;04:12;11;75;1.04;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:21.6;9;NaN;--;--;--;00:43:52;00:44:02;179;249
Running;7/12/2023 16:59;false;Santiago de Surco Running;3.13;207;00:21:24;145;172;168;183;06:51;04:40;2;51;0.87;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:34.6;4;NaN;--;--;--;00:21:16;00:21:24;162;217
Running;6/12/2023 06:15;false;Santiago de Surco Running;4.02;234;00:22:53;153;180;170;181;05:42;04:09;2;153;1.03;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:04.9;5;NaN;--;--;--;00:22:52;00:22:53;84;240
Running;5/12/2023 20:18;false;Running;7.17;347;00:38:17;137;155;172;183;05:20;04:55;16;68;1.09;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:49.8;8;NaN;--;--;--;00:38:08;00:38:17;199;258
Running;1/12/2023 07:23;false;Santiago de Surco Running;5.15;299;00:30:04;147;170;171;183;05:51;04:38;7;63;1;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:37.0;6;NaN;--;--;--;00:29:57;00:30:04;135;194
Running;27/11/2023 07:19;false;Running;5.51;366;00:33:59;155;177;171;188;06:10;04:38;22;45;0.95;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;02:51.8;6;NaN;--;--;--;00:33:49;00:33:59;132;181
Running;22/11/2023 17:05;false;Santiago de Surco Running;5.02;283;00:29:14;145;169;165;176;05:50;04:40;13;54;1.04;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:04.0;6;NaN;--;--;--;00:28:59;00:29:14;116;171
Running;21/11/2023 18:19;false;Santiago de Surco Running;2.76;147;00:19:13;128;149;167;179;06:57;04:41;--;27;0.86;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;03:42.9;3;NaN;--;--;--;00:18:57;00:19:13;151;171
Running;20/11/2023 17:14;false;Santiago de Surco Running;5.21;318;00:30:28;154;167;167;179;05:51;04:18;32;41;1.02;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:53.4;6;NaN;--;--;--;00:30:14;00:30:28;147;170
Running;18/11/2023 10:40;false;Santiago de Surco Running;1.6;114;00:13:35;134;152;160;175;08:29;05:41;2;16;0.74;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;05:12.5;2;NaN;--;--;--;00:13:04;00:13:35;128;146
Running;18/11/2023 07:51;false;Santiago de Surco Running;2.31;129;00:13:10;146;157;173;186;05:42;04:03;5;52;1.02;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;01:21.7;3;NaN;--;--;--;00:13:00;00:13:10;22;77
Running;16/11/2023 06:12;false;Santiago de Surco Running;4.08;254;00:24:57;153;190;167;177;06:07;05:12;6;86;0.98;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:26.2;5;NaN;--;--;--;00:24:46;00:24:57;-10;80
Running;15/11/2023 07:20;false;Running;5.04;299;00:28:30;151;172;168;179;05:39;04:57;17;58;1.05;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:11.3;6;NaN;--;--;--;00:28:23;00:28:30;34;92
Running;11/11/2023 09:56;false;Santiago de Surco Running;6.02;334;00:35:24;140;152;168;175;05:53;04:44;22;27;1.01;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:04.9;7;NaN;--;--;--;00:35:12;00:35:24;25;50
Running;10/11/2023 11:45;false;Santiago de Surco Running;7.02;421;00:41:31;149;168;162;181;05:55;04:11;48;51;1.04;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:04.4;8;NaN;--;--;--;00:40:00;00:41:31;18;61
Running;3/11/2023 17:33;false;Santiago de Surco Running;6.04;360;00:34:16;154;179;166;176;05:40;04:19;23;67;1.06;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:11.6;7;NaN;--;--;--;00:34:04;00:34:16;-49;-1
Running;2/11/2023 06:38;false;Santiago de Surco Running;3.17;151;00:16:47;134;152;172;183;05:17;04:02;13;90;1.1;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:39.1;4;NaN;--;--;--;00:16:40;00:16:47;-89;10
Running;30/10/2023 16:43;false;Santiago de Surco Running;5.59;316;00:31:35;149;171;165;181;05:39;04:44;35;68;1.07;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;02:55.5;6;NaN;--;--;--;00:31:17;00:31:35;-34;35
Running;28/10/2023 07:57;false;Santiago de Surco Running;5.42;302;00:31:07;145;161;169;179;05:45;04:18;13;91;1.03;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;01:55.4;6;NaN;--;--;--;00:31:06;00:31:07;-87;-1
Running;27/10/2023 16:51;false;Running;5.52;286;00:29:29;142;156;163;179;05:21;04:59;2;59;1.15;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;02:41.3;6;NaN;--;--;--;00:29:21;00:29:29;-62;-1
Running;24/10/2023 07:05;false;Santiago de Surco Running;4.07;203;00:22:36;138;153;167;177;05:33;04:23;6;91;1.07;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:16.7;5;NaN;--;--;--;00:22:15;00:22:36;-68;26
Running;21/10/2023 07:33;false;Santiago de Surco Running;4.08;224;00:22:36;147;164;172;181;05:33;04:19;3;64;1.05;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:19.3;5;NaN;--;--;--;00:22:34;00:22:36;62;130
Running;20/10/2023 07:34;false;Santiago de Surco Running;3.04;174;00:17:37;148;159;169;177;05:47;04:37;7;55;1.02;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:10.7;4;NaN;--;--;--;00:17:36;00:17:37;63;154
Running;19/10/2023 06:38;false;Santiago de Surco Running;3.1;171;00:17:38;149;168;171;183;05:41;04:47;2;76;1.03;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:27.7;4;NaN;--;--;--;00:17:30;00:17:38;87;166
Running;18/10/2023 07:49;false;Santiago de Surco Running;3.1;164;00:17:21;140;158;171;183;05:35;04:41;4;59;1.05;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:25.3;4;NaN;--;--;--;00:17:14;00:17:21;98;157
Running;17/10/2023 16:18;false;Running;2.03;107;00:10:51;143;150;170;183;05:20;04:41;7;24;1.1;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:09.2;3;NaN;--;--;--;00:10:50;00:10:51;145;171
Running;12/10/2023 17:08;false;Santiago de Surco Running;2.22;121;00:12:32;145;157;169;181;05:39;04:13;4;47;1.05;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:56.7;3;NaN;--;--;--;00:12:25;00:12:32;124;173
Running;10/10/2023 18:37;false;Santiago de Surco Running;2.11;119;00:12:07;147;156;168;179;05:44;04:35;4;35;1.03;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:30.4;3;NaN;--;--;--;00:11:58;00:12:07;281;317
Running;4/10/2023 06:24;false;Panama City Running;2.5;137;00:14:26;144;158;170;181;05:47;04:41;--;109;1.02;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;02:25.4;3;NaN;--;--;--;00:14:26;00:14:26;355;461
Running;3/10/2023 06:30;false;Running;2.39;137;00:13:48;146;173;169;177;05:47;05:06;--;73;1.02;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;02:08.9;3;NaN;--;--;--;00:13:42;00:13:48;350;424
Running;19/09/2023 18:04;false;Álvaro Obregón Running;2.02;125;00:12:45;147;173;167;177;06:18;05:04;--;76;0.95;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:07.4;3;NaN;--;--;--;00:12:41;00:12:45;2,159;2,235
Running;18/09/2023 17:04;false;Running;3.04;168;00:17:27;139;155;167;181;05:44;05:02;5;55;1.04;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:12.3;4;NaN;--;--;--;00:17:18;00:17:27;42;99
Running;4/09/2023 17:28;false;Running;3.02;169;00:17:25;140;160;167;175;05:46;05:18;4;36;1.04;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:04.9;4;NaN;--;--;--;00:17:18;00:17:25;41;79
Running;17/08/2023 17:34;false;Santiago de Surco Running;4.13;220;00:23:23;140;159;169;182;05:39;04:46;17;55;1.05;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:39.2;5;NaN;--;--;--;00:23:10;00:24:44;312;377
Running;16/08/2023 20:39;false;Running;4.04;231;00:23:10;143;162;167;181;05:44;05:15;18;58;1.04;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:10.6;5;NaN;--;--;--;00:23:02;00:23:10;291;343
Running;11/08/2023 20:07;false;Santiago de Surco Running;5.05;282;00:28:55;144;155;169;177;05:43;04:29;16;54;1.04;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:11.6;6;NaN;--;--;--;00:28:53;00:28:55;316;363
Running;10/08/2023 20:40;false;Santiago de Surco Running;5.13;302;00:31:19;143;155;167;177;06:06;04:04;17;53;0.98;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:29.0;6;NaN;--;--;--;00:31:12;00:31:19;293;336
Running;8/08/2023 07:08;false;Santiago de Surco Running;5.3;341;00:32:02;154;178;164;185;06:03;04:47;17;65;1.01;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;01:50.6;6;NaN;--;--;--;00:30:45;00:32:02;246;308
Running;7/08/2023 19:39;false;Running;6.05;335;00:34:21;142;153;168;177;05:41;05:20;11;51;1.05;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:14.8;7;NaN;--;--;--;00:34:13;00:34:21;239;285
Running;4/08/2023 16:07;false;Running;5.02;283;00:27:25;148;163;171;179;05:28;05:13;11;47;1.07;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:06.0;6;NaN;--;--;--;00:27:16;00:27:25;236;280
Running;27/07/2023 17:17;false;Santiago de Surco Running;5.19;305;00:30:48;147;161;170;177;05:56;05:07;18;61;0.99;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:57.2;6;NaN;--;--;--;00:30:39;00:30:48;193;249
Running;25/07/2023 16:58;false;San Borja Running;8.02;393;00:44:22;136;154;170;181;05:32;05:07;10;78;1.07;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:05.2;9;NaN;--;--;--;00:44:04;00:44:22;102;243
Running;20/07/2023 07:45;false;Running;5.02;290;00:27:14;152;170;174;185;05:25;05:10;10;53;1.06;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:07.3;6;NaN;--;--;--;00:27:06;00:27:14;118;170
Running;19/07/2023 21:51;false;Running;6.49;386;00:36:38;150;179;165;175;05:39;05:27;23;76;1.07;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;02:41.1;7;NaN;--;--;--;00:36:37;00:36:38;136;203
Running;18/07/2023 17:02;false;Santiago de Surco Running;5.02;259;00:28:21;136;159;172;181;05:39;04:52;17;120;1.03;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:04.9;6;NaN;--;--;--;00:28:12;00:28:21;100;204
Running;15/07/2023 07:36;false;Santiago de Surco Running;8.15;490;00:45:39;155;168;172;181;05:36;04:57;35;82;1.04;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:39.2;9;NaN;--;--;--;00:45:37;00:45:39;13;80
Running;13/07/2023 07:27;false;Santiago de Surco Running;8.01;468;00:44:56;152;168;171;183;05:36;03:58;38;97;1.04;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:10.3;9;NaN;--;--;--;00:44:38;00:44:56;5;85
Running;11/07/2023 06:32;false;Santiago de Surco Running;10.02;589;00:58:16;151;176;171;187;05:49;04:40;22;138;1.01;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:04.6;11;NaN;--;--;--;00:58:04;00:58:16;-11;113
Running;10/07/2023 17:27;false;Santiago de Surco Running;5.02;258;00:28:22;136;153;169;178;05:39;04:39;9;42;1.04;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:04.1;6;NaN;--;--;--;00:28:14;00:28:22;98;140
Running;7/07/2023 06:47;false;Santiago de Surco Running;8.15;447;00:46:11;148;164;172;188;05:40;04:09;8;65;1.02;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:41.6;9;NaN;--;--;--;00:46:02;00:46:11;78;138
Running;6/07/2023 07:28;false;Santiago de Surco Running;5.19;304;00:30:34;147;164;171;183;05:53;04:40;9;54;0.99;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:51.8;6;NaN;--;--;--;00:30:33;00:30:34;56;108
Running;5/07/2023 06:35;false;Santiago de Surco Running;5.04;294;00:30:19;144;166;172;179;06:01;05:08;7;44;0.97;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:11.1;6;NaN;--;--;--;00:30:09;00:30:19;27;71
Running;4/07/2023 07:12;false;Santiago de Surco Running;7.29;464;00:42:19;158;185;167;186;05:48;04:03;11;111;1.03;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;01:12.8;8;NaN;--;--;--;00:40:41;00:42:19;-21;87
Running;3/07/2023 17:15;false;Running;5.19;314;00:29:20;153;166;169;181;05:39;05:11;11;42;1.05;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;01:00.8;6;NaN;--;--;--;00:29:11;00:29:20;74;115
Running;29/06/2023 06:21;false;Santiago de Surco Running;4.17;264;00:24:54;156;170;173;185;05:58;04:48;2;41;0.97;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:49.0;5;NaN;--;--;--;00:24:53;00:24:54;83;127
Running;28/06/2023 06:29;false;Santiago de Surco Running;4.19;260;00:24:43;152;171;169;177;05:54;05:14;6;38;1;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:59.7;5;NaN;--;--;--;00:24:36;00:24:43;116;153
Running;27/06/2023 16:31;false;Santiago de Surco Running;5.04;302;00:28:59;151;167;170;181;05:45;04:47;10;44;1.03;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:11.9;6;NaN;--;--;--;00:28:50;00:28:59;114;157
Running;26/06/2023 17:13;false;Running;4.21;259;00:24:12;152;164;168;179;05:44;05:04;6;44;1.04;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;01:05.1;5;NaN;--;--;--;00:24:04;00:24:12;107;150
Running;23/06/2023 06:31;false;Santiago de Surco Running;4.01;226;00:23:41;143;156;170;179;05:54;04:54;2;51;0.99;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:03.1;5;NaN;--;--;--;00:23:40;00:23:41;106;161
Running;22/06/2023 07:32;false;Santiago de Surco Running;3.14;181;00:17:54;148;165;172;183;05:42;04:06;3;42;1.02;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:31.7;4;NaN;--;--;--;00:17:46;00:17:54;86;177
Running;21/06/2023 07:59;false;Santiago de Surco Running;3.08;176;00:17:58;141;153;170;181;05:50;04:50;4;35;1;NaN;NaN;NaN;0;NaN;NaN;--;NaN;NaN;NaN;No;00:21.3;4;NaN;--;--;--;00:17:50;00:17:58;104;143
